Om	H0	M	w_m	k	alpha	chi
0.27582362749786393	68.24605382639669	-19.28147130291451	0.1284655127016166	35963.51313735537	0.1600372261244661	3420.8106205709705
0.27582362749786393	68.24605382639669	-19.28147130291451	0.1284655127016166	35963.51313735537	0.1600372261244661	3420.8106205709705
0.27582362749786393	68.24605382639669	-19.28147130291451	0.1284655127016166	35963.51313735537	0.1600372261244661	3420.8106205709705
0.28434131874104207	67.49851235836131	-19.30701839072974	0.12954730294151187	34680.962964693084	0.16105986194547586	3350.3409202639086
0.28434131874104207	67.49851235836131	-19.30701839072974	0.12954730294151187	34680.962964693084	0.16105986194547586	3350.3409202639086
0.28123797905913195	67.71107379145198	-19.306570330270695	0.12894169373264566	34943.07463404239	0.1847273012259003	3211.4595992867376
0.28694388010183	67.32508769485774	-19.31887389297956	0.13006211804707365	34237.504509740436	0.17968230080631006	3122.8659119056415
0.2813569817549148	67.91962289238354	-19.306565024686662	0.12979209075211617	35196.92757301259	0.17558531389334006	2963.7258682874653
0.2813569817549148	67.91962289238354	-19.306565024686662	0.12979209075211617	35196.92757301259	0.17558531389334006	2963.7258682874653
0.2846777151561047	67.87341941126938	-19.31258224831925	0.13114536006734429	34966.77921207023	0.17325987555017985	2721.1819717684757
0.2846777151561047	67.87341941126938	-19.31258224831925	0.13114536006734429	34966.77921207023	0.17325987555017985	2721.1819717684757
0.2846777151561047	67.87341941126938	-19.31258224831925	0.13114536006734429	34966.77921207023	0.17325987555017985	2721.1819717684757
0.2796212052865079	68.57684273098991	-19.29859619667976	0.13149979510311893	36052.08296364834	0.1648687597260856	2501.742289928926
0.2796212052865079	68.57684273098991	-19.29859619667976	0.13149979510311893	36052.08296364834	0.1648687597260856	2501.742289928926
0.28196185538085394	68.40933011864142	-19.30168987729096	0.1319535367554368	35656.69609795559	0.17805230476539233	2468.502160849149
0.2797190352531198	68.6809792994579	-19.29828695293377	0.1319456204586969	36119.68757255871	0.17042461379476836	2395.896238742085
0.2797190352531198	68.6809792994579	-19.29828695293377	0.1319456204586969	36119.68757255871	0.17042461379476836	2395.896238742085
0.2797190352531198	68.6809792994579	-19.29828695293377	0.1319456204586969	36119.68757255871	0.17042461379476836	2395.896238742085
0.27825053802170596	68.9709497397819	-19.28735303341319	0.13236355577679945	36531.02705531392	0.1678170782966553	2370.2242013103764
0.27908040784578036	68.93020104897552	-19.287809007455525	0.13260150076825644	36449.973271196206	0.165945162926704	2367.8769626650055
0.27908040784578036	68.93020104897552	-19.287809007455525	0.13260150076825644	36449.973271196206	0.165945162926704	2367.8769626650055
0.27908040784578036	68.93020104897552	-19.287809007455525	0.13260150076825644	36449.973271196206	0.165945162926704	2367.8769626650055
0.27935921845643824	68.88922710437275	-19.29278201138108	0.13257621977082354	36387.06827107122	0.16635317138604452	2322.9849201121374
0.27935921845643824	68.88922710437275	-19.29278201138108	0.13257621977082354	36387.06827107122	0.16635317138604452	2322.9849201121374
0.27826209696419524	68.98331731210428	-19.294519681010165	0.1324165303049308	36583.977069259716	0.16189359991548677	2280.557556950239
0.2745800395218074	69.63058291750212	-19.279979011732674	0.13312788273192874	37850.083915642266	0.12616862893393738	2198.0253834849727
0.27464300625046423	69.68140751635136	-19.2817079773964	0.13335287195669873	37979.263418447	0.1202487309369833	2153.3217185706735
0.27464300625046423	69.68140751635136	-19.2817079773964	0.13335287195669873	37979.263418447	0.1202487309369833	2153.3217185706735
0.27476949053401484	69.65927404031943	-19.284802255559477	0.13332954489858154	38082.7808806801	0.11092891815692334	2142.1770391239647
0.2792524352699915	69.17646122150654	-19.298246575222468	0.13363297970053192	37041.52164224384	0.1293838191636957	2126.2220922552647
0.2792524352699915	69.17646122150654	-19.298246575222468	0.13363297970053192	37041.52164224384	0.1293838191636957	2126.2220922552647
0.28145614445803413	69.10188000029625	-19.300563220052336	0.13439727409355964	36706.22771021381	0.14050515449940865	2067.2538779623346
0.2775307560002259	69.46363470248137	-19.29078281582864	0.13391404452831987	37163.34814909749	0.15879183019945858	2051.8768302844933
0.2775307560002259	69.46363470248137	-19.29078281582864	0.13391404452831987	37163.34814909749	0.15879183019945858	2051.8768302844933
0.2775307560002259	69.46363470248137	-19.29078281582864	0.13391404452831987	37163.34814909749	0.15879183019945858	2051.8768302844933
0.2775307560002259	69.46363470248137	-19.29078281582864	0.13391404452831987	37163.34814909749	0.15879183019945858	2051.8768302844933
0.2751399407333612	69.71485616574363	-19.288689241074845	0.13372244563262511	37722.547909535184	0.1426105691599362	2019.1936827424545
0.2751399407333612	69.71485616574363	-19.288689241074845	0.13372244563262511	37722.547909535184	0.1426105691599362	2019.1936827424545
0.28660098411849927	68.7244523974538	-19.322022776048012	0.13536308804519773	35933.82438285643	0.1475063124247769	1922.5322530751955
0.28660098411849927	68.7244523974538	-19.322022776048012	0.13536308804519773	35933.82438285643	0.1475063124247769	1922.5322530751955
0.28542757807014335	68.89765514101258	-19.32152486950378	0.13548924266530402	36384.24973302812	0.12911486211238063	1889.9985265846672
0.28542757807014335	68.89765514101258	-19.32152486950378	0.13548924266530402	36384.24973302812	0.12911486211238063	1889.9985265846672
0.28542757807014335	68.89765514101258	-19.32152486950378	0.13548924266530402	36384.24973302812	0.12911486211238063	1889.9985265846672
0.28542757807014335	68.89765514101258	-19.32152486950378	0.13548924266530402	36384.24973302812	0.12911486211238063	1889.9985265846672
0.2921552671386462	68.37144937080483	-19.3333685975524	0.1365725106326679	35282.04840636672	0.14342708649700062	1880.9186086349423
0.2921552671386462	68.37144937080483	-19.3333685975524	0.1365725106326679	35282.04840636672	0.14342708649700062	1880.9186086349423
0.2921552671386462	68.37144937080483	-19.3333685975524	0.1365725106326679	35282.04840636672	0.14342708649700062	1880.9186086349423
0.29514692297320555	68.10181909294798	-19.34570038122917	0.13688494481636984	34762.55801741907	0.15057515577760294	1834.8408826532748
0.2892743386865572	68.81803299111274	-19.33670331504012	0.13699806076464896	36039.56552828071	0.132071763368858	1742.4833147591748
0.28684694565677765	69.02827761273394	-19.331652572789537	0.13667979035058045	36388.869012593714	0.13327094387129054	1741.6146110143611
0.29400544806362383	68.6417626533036	-19.344384028067974	0.13852629941603295	36025.27852958798	0.10161463158931831	1712.4506785339133
0.29400544806362383	68.6417626533036	-19.344384028067974	0.13852629941603295	36025.27852958798	0.10161463158931831	1712.4506785339133
0.29400544806362383	68.6417626533036	-19.344384028067974	0.13852629941603295	36025.27852958798	0.10161463158931831	1712.4506785339133
0.29400544806362383	68.6417626533036	-19.344384028067974	0.13852629941603295	36025.27852958798	0.10161463158931831	1712.4506785339133
0.29294860008632523	68.81924840853063	-19.348174244190936	0.13874306282306445	36459.011505876326	0.09155395502303135	1662.915591053464
0.2897737915013437	69.0321393811125	-19.345480089102793	0.13808985354011485	36817.61321956849	0.09411104963533513	1654.3036191397318
0.2897737915013437	69.0321393811125	-19.345480089102793	0.13808985354011485	36817.61321956849	0.09411104963533513	1654.3036191397318
0.29196157508176446	68.85670020909868	-19.351540623423464	0.1384261405838472	36638.50394487731	0.08745176528437346	1646.6681858999887
0.2889785090734051	69.0663960760876	-19.34678537699973	0.13784757670350925	36776.03026045192	0.10086023779279103	1645.72654923346
0.2895644319610387	69.02689177619563	-19.352939842710168	0.1379691062432123	36649.945378960154	0.1037549942819058	1623.8222891248804
0.2895644319610387	69.02689177619563	-19.352939842710168	0.1379691062432123	36649.945378960154	0.1037549942819058	1623.8222891248804
0.2882736088048669	69.21845182020668	-19.349252795471237	0.13811748057312778	36892.68360504301	0.10588941736915224	1619.6686765464724
0.2882736088048669	69.21845182020668	-19.349252795471237	0.13811748057312778	36892.68360504301	0.10588941736915224	1619.6686765464724
0.2882736088048669	69.21845182020668	-19.349252795471237	0.13811748057312778	36892.68360504301	0.10588941736915224	1619.6686765464724
0.2882736088048669	69.21845182020668	-19.349252795471237	0.13811748057312778	36892.68360504301	0.10588941736915224	1619.6686765464724
0.29103144894212307	68.9764656996952	-19.353530806313955	0.13846556970356627	36501.3855709363	0.10436474870183106	1622.172838561314
0.29103144894212307	68.9764656996952	-19.353530806313955	0.13846556970356627	36501.3855709363	0.10436474870183106	1622.172838561314
0.29103144894212307	68.9764656996952	-19.353530806313955	0.13846556970356627	36501.3855709363	0.10436474870183106	1622.172838561314
0.30194502760037767	68.28534372034564	-19.369648756201855	0.1407935896284025	35557.62221780837	0.08348618531051716	1622.8692945312366
0.3041585822573227	68.04393931951509	-19.37888361412543	0.14082474464593764	35202.91996636783	0.08261156320709152	1612.6961834331828
0.29906723198715085	68.33200709028326	-19.37428802712966	0.13964236185459644	35796.62653799472	0.08210833706505537	1606.292639229715
0.29906723198715085	68.33200709028326	-19.37428802712966	0.13964236185459644	35796.62653799472	0.08210833706505537	1606.292639229715
0.29906723198715085	68.33200709028326	-19.37428802712966	0.13964236185459644	35796.62653799472	0.08210833706505537	1606.292639229715
0.29906723198715085	68.33200709028326	-19.37428802712966	0.13964236185459644	35796.62653799472	0.08210833706505537	1606.292639229715
0.292031644694624	68.85237319418172	-19.369246288060772	0.13844196103847384	36916.86748821526	0.07451890440097649	1592.5599371858086
0.292031644694624	68.85237319418172	-19.369246288060772	0.13844196103847384	36916.86748821526	0.07451890440097649	1592.5599371858086
0.292031644694624	68.85237319418172	-19.369246288060772	0.13844196103847384	36916.86748821526	0.07451890440097649	1592.5599371858086
0.292031644694624	68.85237319418172	-19.369246288060772	0.13844196103847384	36916.86748821526	0.07451890440097649	1592.5599371858086
0.29765081903624246	68.32790841708099	-19.3899199386158	0.13896432922215862	35231.20745884518	0.11803003643226884	1574.2013220500764
0.29765081903624246	68.32790841708099	-19.3899199386158	0.13896432922215862	35231.20745884518	0.11803003643226884	1574.2013220500764
0.29765081903624246	68.32790841708099	-19.3899199386158	0.13896432922215862	35231.20745884518	0.11803003643226884	1574.2013220500764
0.29765081903624246	68.32790841708099	-19.3899199386158	0.13896432922215862	35231.20745884518	0.11803003643226884	1574.2013220500764
0.29765081903624246	68.32790841708099	-19.3899199386158	0.13896432922215862	35231.20745884518	0.11803003643226884	1574.2013220500764
0.2983308790149701	68.46394327969836	-19.385456320273555	0.13983697687846222	35488.11262578088	0.10788859382776353	1573.0967546134796
0.2983308790149701	68.46394327969836	-19.385456320273555	0.13983697687846222	35488.11262578088	0.10788859382776353	1573.0967546134796
0.2983308790149701	68.46394327969836	-19.385456320273555	0.13983697687846222	35488.11262578088	0.10788859382776353	1573.0967546134796
0.2987227757885835	68.45883135601213	-19.387646255981892	0.13999976233962136	35991.9010352539	0.08015797724739121	1568.5481469043286
0.2987227757885835	68.45883135601213	-19.387646255981892	0.13999976233962136	35991.9010352539	0.08015797724739121	1568.5481469043286
0.30003422228397725	68.31808491686803	-19.395533399902817	0.14003679457567308	35516.0245535868	0.09238789388452921	1566.5476092608465
0.3023632202289012	68.21456341326675	-19.40043141493047	0.14069645978752807	35330.87815078282	0.08971655812149021	1566.3531165862294
0.3023632202289012	68.21456341326675	-19.40043141493047	0.14069645978752807	35330.87815078282	0.08971655812149021	1566.3531165862294
0.3023632202289012	68.21456341326675	-19.40043141493047	0.14069645978752807	35330.87815078282	0.08971655812149021	1566.3531165862294
0.3023632202289012	68.21456341326675	-19.40043141493047	0.14069645978752807	35330.87815078282	0.08971655812149021	1566.3531165862294
0.3023632202289012	68.21456341326675	-19.40043141493047	0.14069645978752807	35330.87815078282	0.08971655812149021	1566.3531165862294
0.3014870826393152	68.1829434301098	-19.39985578289196	0.14015874514042345	35584.58429517294	0.07856160117293065	1566.6984514550672
0.3014870826393152	68.1829434301098	-19.39985578289196	0.14015874514042345	35584.58429517294	0.07856160117293065	1566.6984514550672
0.3071652589481057	67.85197435951133	-19.405150140370193	0.14141551944052658	35505.49815031251	0.056073392296015295	1569.4164774038038
0.3071652589481057	67.85197435951133	-19.405150140370193	0.14141551944052658	35505.49815031251	0.056073392296015295	1569.4164774038038
0.30464719100180243	68.09245075630433	-19.396981214391975	0.14125216364523585	35847.87542589103	0.0577189771178502	1568.1587007554374
0.3041120623540875	68.25023322488119	-19.39723558883844	0.14165826749329752	36008.667804868084	0.05893850713390827	1566.6007602067584
0.3041120623540875	68.25023322488119	-19.39723558883844	0.14165826749329752	36008.667804868084	0.05893850713390827	1566.6007602067584
0.3041120623540875	68.25023322488119	-19.39723558883844	0.14165826749329752	36008.667804868084	0.05893850713390827	1566.6007602067584
0.3041120623540875	68.25023322488119	-19.39723558883844	0.14165826749329752	36008.667804868084	0.05893850713390827	1566.6007602067584
0.3041120623540875	68.25023322488119	-19.39723558883844	0.14165826749329752	36008.667804868084	0.05893850713390827	1566.6007602067584
0.3041120623540875	68.25023322488119	-19.39723558883844	0.14165826749329752	36008.667804868084	0.05893850713390827	1566.6007602067584
0.3041120623540875	68.25023322488119	-19.39723558883844	0.14165826749329752	36008.667804868084	0.05893850713390827	1566.6007602067584
0.3041120623540875	68.25023322488119	-19.39723558883844	0.14165826749329752	36008.667804868084	0.05893850713390827	1566.6007602067584
0.30540788750024395	68.09987995207544	-19.404003141463463	0.1416357679574398	35268.60168409413	0.07911604031493602	1568.8712512944246
0.30540788750024395	68.09987995207544	-19.404003141463463	0.1416357679574398	35268.60168409413	0.07911604031493602	1568.8712512944246
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.30340110978779755	68.20154669607524	-19.401796490570067	0.14112553869485145	35356.43719620656	0.08499586060925551	1567.8059968682196
0.3064604888153933	67.96613168262773	-19.410396323096823	0.14156620668626146	35041.9686191725	0.08047919318510717	1568.0766081533352
0.3064604888153933	67.96613168262773	-19.410396323096823	0.14156620668626146	35041.9686191725	0.08047919318510717	1568.0766081533352
0.3064604888153933	67.96613168262773	-19.410396323096823	0.14156620668626146	35041.9686191725	0.08047919318510717	1568.0766081533352
0.3087735327931137	67.75636654986188	-19.41499628252466	0.14175561952752372	34458.74151945802	0.09209713140844379	1569.5715323287782
0.309613739052311	67.50675913257618	-19.41930047558101	0.141096012994387	34336.27053119085	0.08333557005841548	1571.995719161264
0.309613739052311	67.50675913257618	-19.41930047558101	0.141096012994387	34336.27053119085	0.08333557005841548	1571.995719161264
0.309613739052311	67.50675913257618	-19.41930047558101	0.141096012994387	34336.27053119085	0.08333557005841548	1571.995719161264
0.31185546737488556	67.51451442728982	-19.422575878656872	0.1421502603398307	34053.430029577685	0.09166301210836737	1571.8752557516023
0.31185546737488556	67.51451442728982	-19.422575878656872	0.1421502603398307	34053.430029577685	0.09166301210836737	1571.8752557516023
0.30871254911287166	67.81339393163233	-19.412483369855178	0.14196629386659856	35168.42640852942	0.06368152571037194	1566.7301111619433
0.30042095963336973	68.41158081802467	-19.39060582825859	0.1406013468872877	36497.22748744043	0.05507325036268899	1565.959952894424
0.30042095963336973	68.41158081802467	-19.39060582825859	0.1406013468872877	36497.22748744043	0.05507325036268899	1565.959952894424
0.30042095963336973	68.41158081802467	-19.39060582825859	0.1406013468872877	36497.22748744043	0.05507325036268899	1565.959952894424
0.30042095963336973	68.41158081802467	-19.39060582825859	0.1406013468872877	36497.22748744043	0.05507325036268899	1565.959952894424
0.30192226306784037	68.24309033254212	-19.39647321484873	0.14060880220237648	36207.63765953021	0.05598819911924989	1566.3903646179522
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.3035673570505997	68.18958132057887	-19.40315031691815	0.14115332647988246	36010.836427164504	0.05767972662135514	1564.0884137515782
0.30316958090342017	68.26415728163953	-19.39535334749525	0.14127687825105986	36345.96084697474	0.049973828543462884	1565.0233591313006
0.30316958090342017	68.26415728163953	-19.39535334749525	0.14127687825105986	36345.96084697474	0.049973828543462884	1565.0233591313006
0.29437273887898463	68.81015303114724	-19.382151723630837	0.13938069829852076	37110.037768431284	0.06029948675658203	1569.5948919046891
0.29437273887898463	68.81015303114724	-19.382151723630837	0.13938069829852076	37110.037768431284	0.06029948675658203	1569.5948919046891
0.2952691566440756	68.77220556147054	-19.384485466222525	0.13965098036875143	36593.48092359236	0.0768313080108291	1568.4628546311865
0.2952691566440756	68.77220556147054	-19.384485466222525	0.13965098036875143	36593.48092359236	0.0768313080108291	1568.4628546311865
0.2970203793286347	68.56348688260107	-19.388454882266387	0.13962784670899533	36575.95856889885	0.0646894581675462	1568.8089401263255
0.2970203793286347	68.56348688260107	-19.388454882266387	0.13962784670899533	36575.95856889885	0.0646894581675462	1568.8089401263255
0.29690762989943004	68.5930107709406	-19.38912223043959	0.1396950733179597	36077.35201259431	0.08748502471425447	1567.9662629873903
0.29796961135243777	68.56681679700152	-19.390139812451913	0.14008768235288532	35972.74405882519	0.08832290662707906	1568.315190444979
0.2970358228325084	68.56953702079615	-19.389903759853993	0.1396597509080004	35713.986805336426	0.10531174513524913	1570.769537808108
0.29852159953460183	68.41044097391088	-19.388358120009894	0.13970776331942375	35538.11194183186	0.10100410703727136	1570.278198015075
0.29852159953460183	68.41044097391088	-19.388358120009894	0.13970776331942375	35538.11194183186	0.10100410703727136	1570.278198015075
0.29852159953460183	68.41044097391088	-19.388358120009894	0.13970776331942375	35538.11194183186	0.10100410703727136	1570.278198015075
0.29852159953460183	68.41044097391088	-19.388358120009894	0.13970776331942375	35538.11194183186	0.10100410703727136	1570.278198015075
0.2953549927584427	68.74157127747638	-19.386614755690378	0.13956715524668487	36043.18223156853	0.10217753849138292	1573.473063337205
0.302774776111604	68.25108953156455	-19.398128752316133	0.1410388859895985	35626.17178007066	0.07672683708160899	1565.9169300592764
0.302774776111604	68.25108953156455	-19.398128752316133	0.1410388859895985	35626.17178007066	0.07672683708160899	1565.9169300592764
0.302774776111604	68.25108953156455	-19.398128752316133	0.1410388859895985	35626.17178007066	0.07672683708160899	1565.9169300592764
0.302774776111604	68.25108953156455	-19.398128752316133	0.1410388859895985	35626.17178007066	0.07672683708160899	1565.9169300592764
0.302774776111604	68.25108953156455	-19.398128752316133	0.1410388859895985	35626.17178007066	0.07672683708160899	1565.9169300592764
0.302774776111604	68.25108953156455	-19.398128752316133	0.1410388859895985	35626.17178007066	0.07672683708160899	1565.9169300592764
0.3070414194833551	67.8242776812544	-19.408476446950598	0.14124312565134958	34992.90167191252	0.07479709579801884	1566.635349826651
0.30182288188605244	68.19293431456565	-19.405598549013973	0.14035597915441647	35498.913782837204	0.08206099640752261	1567.1385246269194
0.30182288188605244	68.19293431456565	-19.405598549013973	0.14035597915441647	35498.913782837204	0.08206099640752261	1567.1385246269194
0.3048987227743945	68.08960080765128	-19.40562895912572	0.14135695492951497	35918.721641428325	0.0547353112166236	1564.3529075320723
0.3048987227743945	68.08960080765128	-19.40562895912572	0.14135695492951497	35918.721641428325	0.0547353112166236	1564.3529075320723
0.3048987227743945	68.08960080765128	-19.40562895912572	0.14135695492951497	35918.721641428325	0.0547353112166236	1564.3529075320723
0.3048987227743945	68.08960080765128	-19.40562895912572	0.14135695492951497	35918.721641428325	0.0547353112166236	1564.3529075320723
0.3048987227743945	68.08960080765128	-19.40562895912572	0.14135695492951497	35918.721641428325	0.0547353112166236	1564.3529075320723
0.3048987227743945	68.08960080765128	-19.40562895912572	0.14135695492951497	35918.721641428325	0.0547353112166236	1564.3529075320723
0.3048987227743945	68.08960080765128	-19.40562895912572	0.14135695492951497	35918.721641428325	0.0547353112166236	1564.3529075320723
0.3048987227743945	68.08960080765128	-19.40562895912572	0.14135695492951497	35918.721641428325	0.0547353112166236	1564.3529075320723
0.3048987227743945	68.08960080765128	-19.40562895912572	0.14135695492951497	35918.721641428325	0.0547353112166236	1564.3529075320723
0.30516948900052887	68.11469660797319	-19.40154624691999	0.14158679908516067	36139.70625903059	0.048033003774622704	1564.5619404836261
0.30516948900052887	68.11469660797319	-19.40154624691999	0.14158679908516067	36139.70625903059	0.048033003774622704	1564.5619404836261
0.29620238968410373	68.62735810731701	-19.38948259577735	0.13950286246993268	36465.37339200353	0.07351942094399404	1568.1010296524946
0.29984356787566685	68.29477302309533	-19.398433626716873	0.13985231797194048	35834.496284598514	0.07674127786218844	1567.6981293886945
0.29984356787566685	68.29477302309533	-19.398433626716873	0.13985231797194048	35834.496284598514	0.07674127786218844	1567.6981293886945
