Om	H0	M	chi
0.3013221843633664	70.9212586564385	-19.329478885693025	2569.235023003562
0.3013221843633664	70.9212586564385	-19.329478885693025	2569.235023003562
0.3013221843633664	70.9212586564385	-19.329478885693025	2569.235023003562
0.3068219007233172	70.34249078505226	-19.346689215740327	2446.0849686355114
0.30692087188508893	70.29775980838392	-19.351411605395242	2423.0756328653306
0.30692087188508893	70.29775980838392	-19.351411605395242	2423.0756328653306
0.30692087188508893	70.29775980838392	-19.351411605395242	2423.0756328653306
0.30591253390116063	70.35241395136289	-19.351674582181978	2409.6487102941164
0.30598064042739515	70.28828207369432	-19.35795783579432	2376.264725254084
0.30598064042739515	70.28828207369432	-19.35795783579432	2376.264725254084
0.30273409955207253	70.55146552020558	-19.345846260358353	2375.8130367594454
0.30137222943682246	70.5970501146526	-19.345760818041054	2334.7319632120048
0.30137222943682246	70.5970501146526	-19.345760818041054	2334.7319632120048
0.30137222943682246	70.5970501146526	-19.345760818041054	2334.7319632120048
0.3022352154689088	70.44594821780879	-19.349144043433746	2273.2895392936875
0.3087204296317701	69.75048562658796	-19.368661822998728	2141.844298844221
0.3087204296317701	69.75048562658796	-19.368661822998728	2141.844298844221
0.3070145294322215	69.86678003705696	-19.361982547145992	2127.3767996788147
0.3070145294322215	69.86678003705696	-19.361982547145992	2127.3767996788147
0.3070145294322215	69.86678003705696	-19.361982547145992	2127.3767996788147
0.3070145294322215	69.86678003705696	-19.361982547145992	2127.3767996788147
0.3070145294322215	69.86678003705696	-19.361982547145992	2127.3767996788147
0.316912083224644	68.92018413080324	-19.394853588650772	2023.9785525107204
0.31618194865505167	68.92179367986292	-19.390281723352825	1985.2237897052416
0.3208607999133783	68.46904137653421	-19.406379470494	1940.4666417367582
0.3179505324123719	68.60853808333339	-19.405221959978473	1907.0099533352525
0.3179505324123719	68.60853808333339	-19.405221959978473	1907.0099533352525
0.30991007819056604	69.08053376434773	-19.394313971537066	1846.2111735080312
0.3105344599865639	68.89897163345782	-19.395892875356033	1782.0913632931984
0.3105344599865639	68.89897163345782	-19.395892875356033	1782.0913632931984
0.3105344599865639	68.89897163345782	-19.395892875356033	1782.0913632931984
0.31526181697863165	68.46029509409209	-19.409253638132228	1757.4620723206958
0.31526181697863165	68.46029509409209	-19.409253638132228	1757.4620723206958
0.31975794586532885	68.1034146548795	-19.41973128689376	1756.1864925828854
0.31975794586532885	68.1034146548795	-19.41973128689376	1756.1864925828854
0.31975794586532885	68.1034146548795	-19.41973128689376	1756.1864925828854
0.3255642771534187	67.57961146774146	-19.4404391235744	1751.2807242723131
0.32835401401077335	67.37160828821334	-19.44316600289266	1745.6831815847343
0.32835401401077335	67.37160828821334	-19.44316600289266	1745.6831815847343
0.32835401401077335	67.37160828821334	-19.44316600289266	1745.6831815847343
0.32835401401077335	67.37160828821334	-19.44316600289266	1745.6831815847343
0.32835401401077335	67.37160828821334	-19.44316600289266	1745.6831815847343
0.32835401401077335	67.37160828821334	-19.44316600289266	1745.6831815847343
0.32646640935486093	67.53323165249694	-19.435145038818284	1740.2040528230345
0.32646640935486093	67.53323165249694	-19.435145038818284	1740.2040528230345
0.32646640935486093	67.53323165249694	-19.435145038818284	1740.2040528230345
0.32646640935486093	67.53323165249694	-19.435145038818284	1740.2040528230345
0.3252804752533955	67.61386273864957	-19.42401756603082	1720.842795729936
0.3252804752533955	67.61386273864957	-19.42401756603082	1720.842795729936
0.33118676751546144	67.03325046615002	-19.44112969715171	1692.6584087039548
0.33118676751546144	67.03325046615002	-19.44112969715171	1692.6584087039548
